BuildProj[Oahu_CentralTrackingPV_398_na,2037]	2017839.64988
BuildProj[Oahu_CentralTrackingPV_462_na,2037]	2017342.51054
BuildProj[Oahu_Wind_408_na,2037]	2545786.347
BuildProj[Oahu_CentralTrackingPV_366_na,2021]	5261113.95981
BuildProj[Oahu_CentralTrackingPV_218_na,2021]	5258828.64495
BuildProj[Oahu_CentralTrackingPV_559_na,2037]	2025495.08036
BuildProj[Oahu_Wind_305_na,2021]	6622618.07381
BuildProj[Oahu_CentralTrackingPV_703_na,2037]	2015752.9922
BuildProj[Oahu_CentralTrackingPV_507_na,2037]	2011425.89582
BuildProj[Oahu_CentralTrackingPV_37_na,2021]	5270780.72328
BuildProj[Oahu_CentralTrackingPV_294_na,2021]	5264733.43079
BuildProj[Oahu_CentralTrackingPV_606_na,2037]	2022247.21278
BuildProj[Oahu_CentralTrackingPV_375_na,2037]	2023985.27267
BuildProj[Oahu_CentralTrackingPV_719_na,2021]	5254095.51266
BuildProj[Oahu_CentralTrackingPV_225_na,2021]	5266140.18879
BuildProj[Oahu_CentralTrackingPV_336_na,2021]	5269979.46888
BuildProj[Oahu_CentralTrackingPV_119_na,2037]	2020814.97503
BuildProj[Oahu_CentralTrackingPV_553_na,2037]	2022496.10692
BuildProj[Oahu_CentralTrackingPV_660_na,2021]	5248243.02383
BuildProj[Oahu_CentralTrackingPV_253_na,2037]	2019419.7154
BuildProj[Oahu_CentralTrackingPV_130_na,2037]	2016873.43669
BuildProj[Oahu_CentralTrackingPV_172_na,2021]	5267667.87858
BuildProj[Oahu_CentralTrackingPV_686_na,2021]	5243395.73496
BuildProj[Oahu_CentralTrackingPV_485_na,2021]	5245953.04173
BuildProj[Oahu_CentralTrackingPV_263_na,2037]	2023700.97451
BuildProj[Oahu_CentralTrackingPV_576_na,2021]	5275631.2972
BuildProj[Oahu_CentralTrackingPV_118_na,2021]	5255059.12122
BuildProj[Oahu_CentralTrackingPV_347_na,2021]	5243035.46055
BuildProj[Oahu_CentralTrackingPV_411_na,2021]	5272651.40871
BuildProj[Oahu_CentralTrackingPV_48_na,2021]	5263948.59693
BuildProj[Oahu_CentralTrackingPV_42_na,2021]	5261832.74722
BuildProj[Oahu_CentralTrackingPV_216_na,2021]	5256937.92359
BuildProj[Oahu_CentralTrackingPV_206_na,2037]	2015133.01466
BuildProj[Oahu_CentralTrackingPV_161_na,2021]	5250707.8558
BuildProj[Oahu_CentralTrackingPV_7_na,2021]	5270649.86188
BuildProj[Oahu_CentralTrackingPV_49_na,2021]	5264451.3596
BuildProj[Oahu_CentralTrackingPV_158_na,2021]	5251111.74166
BuildProj[Oahu_CentralTrackingPV_489_na,2037]	2016658.58479
BuildProj[Oahu_CentralTrackingPV_485_na,2037]	2014028.51507
BuildProj[Oahu_CentralTrackingPV_617_na,2021]	5254122.22462
BuildProj[Oahu_CentralTrackingPV_550_na,2037]	2013253.75022
BuildProj[Oahu_CentralTrackingPV_620_na,2021]	5260724.25739
BuildProj[Oahu_CentralTrackingPV_691_na,2037]	2013947.44438
BuildProj[Oahu_CentralTrackingPV_300_na,2021]	5271732.70655
BuildProj[Oahu_CentralTrackingPV_256_na,2037]	2020651.06562
BuildProj[Oahu_CentralTrackingPV_236_na,2037]	2014356.38699
BuildProj[Oahu_CentralTrackingPV_305_na,2037]	2013336.37572
BuildProj[Oahu_CentralTrackingPV_133_na,2021]	5253559.13017
BuildProj[Oahu_CentralTrackingPV_506_na,2021]	5238375.51319
BuildProj[Oahu_CentralTrackingPV_684_na,2037]	2013680.29981
BuildProj[Oahu_CentralTrackingPV_184_na,2037]	2017340.81156
BuildProj[Oahu_CentralTrackingPV_663_na,2021]	5251892.97661
BuildProj[Oahu_CentralTrackingPV_188_na,2037]	2019692.84762
BuildProj[Oahu_CentralTrackingPV_187_na,2037]	2019321.41616
BuildProj[Oahu_CentralTrackingPV_394_na,2037]	2016161.6144
BuildProj[Oahu_CentralTrackingPV_30_na,2021]	5274187.71456
BuildProj[Oahu_CentralTrackingPV_547_na,2037]	2011913.82851
BuildProj[Oahu_CentralTrackingPV_2_na,2021]	5272351.76135
BuildProj[Oahu_CentralTrackingPV_367_na,2037]	2020293.95027
BuildProj[Oahu_CentralTrackingPV_427_na,2037]	2014286.28222
BuildProj[Oahu_CentralTrackingPV_40_na,2021]	5273991.37636
BuildProj[Oahu_CentralTrackingPV_185_na,2021]	5257902.25078
BuildProj[Oahu_CentralTrackingPV_222_na,2037]	2020536.50158
BuildProj[Oahu_CentralTrackingPV_571_na,2037]	2022915.22316
BuildProj[Oahu_CentralTrackingPV_297_na,2037]	2022569.48255
BuildProj[Oahu_CentralTrackingPV_500_na,2021]	5237599.44786
BuildProj[Oahu_CentralTrackingPV_463_na,2021]	5255764.36795
BuildProj[Oahu_CentralTrackingPV_458_na,2021]	5249982.81393
BuildProj[Oahu_Wind_205_na,2037]	2542325.70393
BuildProj[Oahu_CentralTrackingPV_672_na,2037]	2011665.22008
BuildProj[Oahu_CentralTrackingPV_648_na,2021]	5250197.94844
BuildProj[Oahu_CentralTrackingPV_60_na,2037]	2020114.11876
BuildProj[Oahu_CentralTrackingPV_418_na,2021]	5240059.77344
BuildProj[Oahu_CentralTrackingPV_702_na,2021]	5248482.89809
BuildProj[Oahu_CentralTrackingPV_487_na,2037]	2015758.00278
